insecurityRate,pWhite,pBlack,pHispanic,pAsian,county,pLOWI,pKids,pSeniors,numInsecure,numWhite,numBlack,numAsian,numHispanic,region
8.0%,96.88134342129544,0.3690717844620779,2.731131205019376,0.4474995386602694,"Wabasha County, Minnesota",19.127145229747185,23.311496586085994,17.032662852924894,"1,720",21000.0,80.0,97.0,592.0,2.0
12.7%,96.6553492740013,0.8018493101206385,1.2714007079390306,0.2600592357148017,"Wadena County, Minnesota",37.78082785523369,24.02658383298418,21.07924582821643,"1,730",13380.0,111.0,36.0,176.0,2.0
8.3%,93.71341973244147,1.9857859531772575,5.147366220735786,0.6688963210702341,"Waseca County, Minnesota",25.841346153846157,23.636078595317723,14.731396321070234,"1,550",17933.0,380.0,128.0,985.0,2.0
4.8%,87.77001377364195,3.6025632411731108,3.4127557362179592,5.06895219538415,"Washington County, Minnesota",14.515234991769411,26.70658783216313,10.491483857963518,"12,290",209012.0,8579.0,12071.0,8127.0,2.0
8.9%,86.87895816608689,0.7314244938007314,20.854517884220854,0.7938631701007939,"Watonwan County, Minnesota",31.879404156631878,25.046829007225046,18.954598162518955,980,9740.0,82.0,89.0,2338.0,2.0
9.2%,97.03467153284672,0.22810218978102187,1.9768856447688565,0.2737226277372263,"Wilkin County, Minnesota",26.3838199513382,23.93552311435523,17.77676399026764,580,6381.0,15.0,18.0,130.0,2.0
8.3%,94.38798313285788,1.2630924389343385,2.417364606206642,2.1394842696410876,"Winona County, Minnesota",27.554847360136804,19.37195157497911,13.390723071840812,"4,230",48573.0,650.0,1101.0,1244.0,2.0
5.7%,95.04250200481155,1.0649558941459503,2.4474739374498795,1.185244587008821,"Wright County, Minnesota",16.056134723336008,29.960705693664796,9.570168404170008,"7,600",118518.0,1328.0,1478.0,3052.0,2.0
9.4%,93.9452002299291,0.15328607012837708,3.8034106150603564,0.31615251963977775,"Yellow Medicine County, Minnesota",28.041770454109983,23.71143897298333,19.457750526920865,920,9806.0,16.0,33.0,397.0,2.0
21.3%,42.70675294919033,53.52509521008143,6.656965043192867,0.3932253769699972,"Adams County, Mississippi",50.73845868037279,22.277610923615196,15.840480539988233,"6,670",13793.0,17287.0,127.0,2150.0,4.0
18.3%,85.4251558410017,11.390560487897023,2.7255309388239737,0.3157298216261435,"Alcorn County, Mississippi",45.58922740642794,24.343578811020862,15.889035809698573,"6,770",31656.0,4221.0,117.0,1010.0,4.0
20.6%,57.680298530195714,41.32967786154901,0.8377122839083085,0.09138679460817913,"Amite County, Mississippi",47.90191150712055,22.503998172264108,18.201203259462343,"2,550",7574.0,5427.0,12.0,110.0,4.0
21.2%,56.22572071151094,41.954610509098345,1.650991617256185,0.27601717440196283,"Attala County, Mississippi",51.15518298916377,25.996728685340422,17.220404825189124,"3,910",11000.0,8208.0,54.0,323.0,4.0
17.6%,60.53385267499141,37.255126589529155,1.6954977660671327,0.0687363959216405,"Benton County, Mississippi",41.02417229923244,24.710734333829762,15.385496620460534,"1,450",5284.0,3252.0,6.0,148.0,4.0
23.4%,33.52174549714453,64.19680773173232,1.8714306633474886,0.5535217454971445,"Bolivar County, Mississippi",54.07233855615756,25.31263728217894,12.045687509152145,"7,440",11446.0,21920.0,189.0,639.0,4.0
19.3%,67.4776099451945,27.73024996658201,5.380296751771153,0.10693757519048255,"Calhoun County, Mississippi",44.800160406362785,24.989974602325894,16.548589760727175,"2,790",10096.0,4149.0,16.0,805.0,4.0
17.4%,65.64121921298481,32.660186845333584,1.0002830989902802,0.1887326601868453,"Carroll County, Mississippi",33.15089176181939,21.543833160328397,17.1463621779749,"1,750",6956.0,3461.0,20.0,106.0,4.0
17.9%,53.96734130634775,42.082566697332105,3.6971021159153636,0.3047378104875805,"Chickasaw County, Mississippi",51.28219871205152,26.28794848206072,14.443422263109476,"3,080",9386.0,7319.0,53.0,643.0,4.0
19.4%,68.3982683982684,30.115830115830118,0.8892008892008892,0.09360009360009361,"Choctaw County, Mississippi",42.45934245934246,24.3009243009243,17.386217386217385,"1,600",5846.0,2574.0,8.0,76.0,4.0
23.7%,14.233652644731363,84.38150770512286,0.770512286547272,0.41649312786339027,"Claiborne County, Mississippi",56.89296126613911,23.625572678050812,12.130362349021242,"2,150",1367.0,8104.0,40.0,74.0,4.0
18.5%,64.19435811618456,34.41907721730815,0.7889074826679418,0.17332058331341144,"Clarke County, Mississippi",38.925412383456845,24.671288548888356,16.381783409036576,"2,910",10741.0,5759.0,29.0,132.0,4.0
17.4%,40.467190074634104,58.238829116991376,0.9644276436948725,0.22293302316564895,"Clay County, Mississippi",46.2440631966657,25.69545410487545,14.30648444315208,"3,420",8350.0,12017.0,46.0,199.0,4.0
22.3%,22.901609881075295,75.53057244464839,1.1204160452755152,0.47034530228289545,"Coahoma County, Mississippi",54.7894917976368,29.306718672326106,12.183090512791098,"5,190",5989.0,19752.0,123.0,293.0,4.0
17.8%,46.27321810587796,50.87778871948113,2.62487690583721,0.3056130938232198,"Copiah County, Mississippi",45.13565825664708,25.073856497673948,13.681279500152806,"5,060",13627.0,14983.0,90.0,773.0,4.0
18.6%,62.954824202780046,34.878372853638595,1.8857318070318887,0.21974652493867539,"Covington County, Mississippi",46.151880621422734,25.996524938675385,15.111406377759607,"3,520",12319.0,6825.0,43.0,369.0,4.0
12.5%,72.2099570858036,21.870116339642298,5.014511447920026,1.2607595564706173,"DeSoto County, Mississippi",27.166794830451714,28.29422270731526,10.133827797484681,"22,420",116440.0,35266.0,2033.0,8086.0,4.0
21.3%,59.68719139509435,36.14113753436357,3.519096805188566,0.6645848346544959,"Forrest County, Mississippi",44.26828942803,23.624789815037232,11.562174713748098,"16,050",44726.0,27082.0,498.0,2637.0,4.0
16.9%,64.75732939147574,34.380389258438036,0.5789603350578961,0.06159152500615915,"Franklin County, Mississippi",42.559743779255975,25.166297117516628,16.198571076619857,"1,310",5257.0,2791.0,5.0,47.0,4.0
19.4%,89.7599433076446,8.100806094428204,2.0063778899813975,0.2081672424484011,"George County, Mississippi",41.93019753742581,26.840287005049163,12.75135087253078,"4,650",20266.0,1829.0,47.0,453.0,4.0
19.5%,72.50694444444444,26.03472222222222,0.9236111111111112,0.13194444444444445,"Greene County, Mississippi",21.354166666666664,21.916666666666668,11.229166666666666,"2,660",10441.0,3749.0,19.0,133.0,4.0
18.8%,56.902218570254725,41.723728658814935,0.8992969962567333,0.27389756231169543,"Grenada County, Mississippi",44.38509997261024,24.609695973705833,14.959371861590432,"3,960",12465.0,9140.0,60.0,197.0,4.0
19.1%,88.41995037446789,7.143344942976166,3.2916752031687495,0.9538118327300872,"Hancock County, Mississippi",38.2845045414191,23.89765303102734,15.217737713128002,"8,950",38842.0,3138.0,419.0,1446.0,4.0
19.2%,69.67531599903796,22.12287218406777,5.310921674995323,2.8443921862056065,"Harrison County, Mississippi",44.438684161299804,24.506560487426846,11.732449694022073,"39,200",130366.0,41393.0,5322.0,9937.0,4.0
15.7%,28.444054874941394,69.05028843997798,1.4799111237947693,0.7640092137717349,"Hinds County, Mississippi",41.92306908290357,26.51731659090446,10.824551032472431,"37,490",69769.0,169370.0,1874.0,3630.0,4.0
26.2%,15.631836649651005,83.43577455984999,0.6979893738931139,0.15626627773726431,"Holmes County, Mississippi",66.28815501614753,29.049901031357432,12.615897489321803,"4,640",3001.0,16018.0,30.0,134.0,4.0
24.7%,23.49866666666667,74.528,2.1546666666666665,0.21333333333333335,"Humphreys County, Mississippi",60.416000000000004,28.82133333333333,12.469333333333333,"2,070",2203.0,6987.0,20.0,202.0,4.0
29.4%,34.56614509246088,64.43812233285917,0.5689900426742532,0.42674253200568996,"Issaquena County, Mississippi",46.586059743954486,19.985775248933145,14.438122332859175,400,486.0,906.0,6.0,8.0,4.0
17.0%,92.40203410110679,5.944190419212854,1.2819964958762446,0.2222127259518824,"Itawamba County, Mississippi",42.481090551685824,23.075936925772403,15.815563437459938,"3,980",21623.0,1391.0,52.0,300.0,4.0
17.8%,72.12460978892803,21.503851991866426,4.56654351748432,2.164418478105221,"Jackson County, Mississippi",35.454076810722576,25.489016811295357,12.415871924850359,"25,290",100735.0,30034.0,3023.0,6378.0,4.0
17.3%,46.26655726175126,52.57296917125777,0.7970929551049114,0.0937756417770484,"Jasper County, Mississippi",45.52221310514594,24.164810690423163,16.029773766264213,"2,850",7894.0,8970.0,16.0,136.0,4.0
24.8%,13.719906808180172,85.68470100957805,0.36241263266891016,0.025886616619207874,"Jefferson County, Mississippi",59.08620243334196,23.62153766502718,12.917421692984727,"1,790",1060.0,6620.0,2.0,28.0,4.0
18.5%,38.712260751181226,59.87827340434051,0.8088411948426364,0.14414991591254905,"Jefferson Davis County, Mississippi",52.726835909345716,23.608552895010813,16.561223672619523,"2,100",4834.0,7477.0,18.0,101.0,4.0
18.5%,67.19351839553725,28.26552146514957,4.721004707722731,0.4471598707220968,"Jones County, Mississippi",42.51708209737164,25.60174731777866,14.385856170953792,"12,640",45531.0,19153.0,303.0,3199.0,4.0
20.7%,35.281178270849274,60.13771996939556,0.4973221117061974,0.0956388676358072,"Kemper County, Mississippi",57.66067329762815,23.345447589900537,15.636954858454477,"2,060",3689.0,6288.0,10.0,52.0,4.0
15.9%,71.75350045405588,23.655255432831407,2.266055627125087,2.1245591434183018,"Lafayette County, Mississippi",41.00230195772001,18.500137272708074,10.470739794302126,"8,510",33976.0,11201.0,1006.0,1073.0,4.0
16.8%,77.27730065758742,19.55334363433828,2.16500772575371,1.1786266125265012,"Lamar County, Mississippi",37.561536526644865,26.24600237162672,10.794494951309785,"10,390",43011.0,10883.0,656.0,1205.0,4.0
18.7%,54.767570800264146,42.77295324005432,1.8041140778211087,0.7226423792377369,"Lauderdale County, Mississippi",42.916235780765255,25.018377543265096,14.101493876228805,"14,250",43957.0,34330.0,580.0,1448.0,4.0
18.3%,66.70276123443422,30.737102637481627,2.1192667646376364,0.25524015778482484,"Lawrence County, Mississippi",40.784283393920646,25.261041070461754,14.86580555340707,"2,310",8624.0,3974.0,33.0,274.0,4.0
21.0%,49.540012602394455,40.55450535601764,4.28481411468179,0.21003990758244068,"Leake County, Mississippi",50.867464818315476,30.926275992438562,13.02667506826297,"4,780",11793.0,9654.0,50.0,1020.0,4.0
16.0%,69.3486913520685,27.281389458448917,2.401399107465927,0.6235677240381137,"Lee County, Mississippi",38.75889518755277,26.662646242914,12.964660475214087,"13,570",57497.0,22619.0,517.0,1991.0,4.0
22.1%,24.87235820156574,72.2282390073336,2.2990995451310456,0.56935977968252,"Leflore County, Mississippi",55.02676609833833,27.078627347835504,11.90704582727357,"6,460",8038.0,23342.0,184.0,743.0,4.0
18.0%,68.43901459749347,29.949238578680205,0.9463993805385873,0.33554159855459004,"Lincoln County, Mississippi",41.0507901000889,26.106283518311397,14.17878344661447,"6,180",23864.0,10443.0,117.0,330.0,4.0
16.8%,53.96376654008933,43.48182472105589,1.5289650211612775,0.6674584720386758,"Lowndes County, Mississippi",40.71831245086067,25.184429314642266,12.88746884357383,"9,960",32259.0,25993.0,399.0,914.0,4.0
11.9%,57.00450616052015,38.200476875728704,2.947386111782192,2.1427896179742234,"Madison County, Mississippi",26.48761068453725,26.940327510687688,10.416688549730575,"12,470",54270.0,36368.0,2040.0,2806.0,4.0
20.1%,65.79297105729475,32.30950974601299,1.2404016538688718,0.3137920850561134,"Marion County, Mississippi",50.62758417011223,25.590667454223272,14.68177790903721,"5,010",17822.0,8752.0,85.0,336.0,4.0
15.5%,50.11307344389403,46.9497092397157,3.209132026706871,0.20191686409648935,"Marshall County, Mississippi",37.68307129011415,23.430432909756625,12.726146887788067,"5,520",18614.0,17439.0,75.0,1192.0,4.0
16.6%,67.68228392224715,30.874043634594067,0.9597447889913218,0.19194895779826435,"Monroe County, Mississippi",41.22306631701317,24.553245559490662,15.76144259104058,"5,910",25035.0,11420.0,71.0,355.0,4.0
20.4%,52.997711670480555,45.464530892448515,0.8878718535469108,0.35697940503432496,"Montgomery County, Mississippi",45.839816933638446,24.439359267734552,17.189931350114414,"2,060",5790.0,4967.0,39.0,97.0,4.0
21.6%,60.56746192209192,20.915891629599674,1.5804016713842837,0.34371209057824503,"Neshoba County, Mississippi",46.883003100148265,28.693220110527022,13.465426607359483,"6,340",17974.0,6207.0,102.0,469.0,4.0
20.0%,63.23204419889503,30.234806629834253,1.3213627992633517,0.23941068139963165,"Newton County, Mississippi",47.38029465930018,26.02670349907919,14.884898710865563,"4,260",13734.0,6567.0,52.0,287.0,4.0
20.8%,27.137288869640535,71.5634473798181,0.7968817669987008,0.1905586834127328,"Noxubee County, Mississippi",51.901255954958856,27.10264183629277,13.443048938934604,"2,230",3133.0,8262.0,22.0,92.0,4.0
18.5%,59.20580646514652,36.56520735877158,1.4327368840594912,2.424954374777118,"Oktibbeha County, Mississippi",46.724423653793714,18.262675421115564,9.21105074363869,"9,160",28224.0,17431.0,1156.0,683.0,4.0
17.8%,49.4453568444406,48.62131558475235,1.4233439940069728,0.19592589391189097,"Panola County, Mississippi",48.24098884951162,26.922522834010433,12.709251735961043,"6,070",17161.0,16875.0,68.0,494.0,4.0
18.3%,84.04198158827954,12.307912741340402,2.930114267292331,0.4083533330945302,"Pearl River County, Mississippi",34.92853816670846,24.594333201991617,14.571766307267971,"10,100",46924.0,6872.0,228.0,1636.0,4.0
20.2%,78.16326530612245,20.008163265306123,0.9714285714285713,0.17959183673469387,"Perry County, Mississippi",43.93469387755103,25.420408163265307,14.138775510204082,"2,430",9575.0,2451.0,22.0,119.0,4.0
21.6%,46.393921393921396,51.51222651222651,1.2102762102762101,0.5742005742005742,"Pike County, Mississippi",53.650628650628654,27.153252153252154,14.184239184239184,"8,540",18745.0,20813.0,232.0,489.0,4.0
17.3%,80.06142137063124,13.789765330306771,6.172180124845612,0.18693460626898556,"Pontotoc County, Mississippi",43.80612210835531,26.971993190239342,12.788329939580064,"5,460",23984.0,4131.0,56.0,1849.0,4.0
20.3%,84.31713878778288,13.799651843646146,1.214590916284222,0.13055863269504667,"Prentiss County, Mississippi",49.19291027061244,23.28295616394999,15.714511789840167,"5,120",21312.0,3488.0,33.0,307.0,4.0
23.5%,28.955369086708018,69.60963152134258,0.6688556487899794,0.13377112975799585,"Quitman County, Mississippi",58.725525963760184,26.182658397178642,14.058129636385747,"1,690",2381.0,5724.0,11.0,55.0,4.0
12.6%,77.33746654709533,18.807064123657472,2.679763022800935,1.1170975236023923,"Rankin County, Mississippi",27.471278165756935,25.091620356313154,11.464725280157042,"19,280",109523.0,26634.0,1582.0,3795.0,4.0
19.6%,53.25148598924427,37.45046702519105,10.660203792810643,0.18044155108972543,"Scott County, Mississippi",54.17138409283895,27.009623549391453,12.425700537786584,"5,550",15051.0,10585.0,51.0,3013.0,4.0
20.8%,27.868185516680228,70.9926769731489,0.7933279088689993,0.22375915378356387,"Sharkey County, Mississippi",61.57445077298617,25.549227013832382,14.38161106590724,910,1370.0,3490.0,11.0,39.0,4.0
16.9%,62.75679016834527,35.145256881067525,1.4071192233574519,0.28360542486274226,"Simpson County, Mississippi",49.16918154383158,26.364396611278767,13.991200959895284,"4,540",17260.0,9666.0,78.0,387.0,4.0
17.3%,75.81711236431993,22.897337941907708,1.200654902674186,0.07883087744830514,"Smith County, Mississippi",40.51300709477897,25.838336062094474,15.281062397671457,"2,770",12503.0,3776.0,13.0,198.0,4.0
19.4%,78.61239176880692,19.138648375126504,1.3437535139997752,0.3260991791296525,"Stone County, Mississippi",46.00809625548184,24.35061284156078,12.05442482851681,"3,550",13982.0,3404.0,58.0,239.0,4.0
22.0%,25.44312393887946,72.93378607809848,1.371816638370119,0.2852292020373514,"Sunflower County, Mississippi",45.65025466893039,24.268251273344653,10.169779286926994,"5,760",7493.0,21479.0,84.0,404.0,4.0
20.3%,38.9387436597737,56.437768240343345,5.631421511249838,0.760827155676941,"Tallahatchie County, Mississippi",43.13304721030043,22.662244765249056,11.809077903498505,"2,870",5988.0,8679.0,117.0,866.0,4.0
16.5%,66.85937824551685,30.30880011078031,2.212144291352212,0.22502250225022502,"Tate County, Mississippi",37.980336495187984,25.822197604375823,12.383161393062384,"4,680",19313.0,8755.0,65.0,639.0,4.0
19.1%,79.9703130622526,15.940985966174884,4.4305505577545885,0.15293270960777258,"Tippah County, Mississippi",41.462756387189636,25.382331774019427,14.641057934508817,"4,210",17779.0,3544.0,34.0,985.0,4.0
20.4%,94.46741183075589,2.6489052212524884,2.8224365844944623,0.10718113612004287,"Tishomingo County, Mississippi",47.072934211197875,23.16133312917879,18.037054049915785,"3,970",18509.0,519.0,21.0,553.0,4.0
18.4%,23.687140471330487,73.4644646502134,2.273149007236964,0.565967712005938,"Tunica County, Mississippi",52.84839487845612,29.84783818890332,9.454444238263129,"1,840",2553.0,7918.0,61.0,245.0,4.0
17.1%,80.97958281123314,14.502100685486843,4.4593498931230195,0.16952900420137096,"Union County, Mississippi",44.71143215154419,25.76103781233876,14.457875727869093,"4,870",21973.0,3935.0,46.0,1210.0,4.0
19.2%,53.42226251376027,44.505601243281745,1.5411513306999935,0.15541021822184808,"Walthall County, Mississippi",50.11331995078676,26.387359968917956,15.832415981350772,"2,780",8250.0,6873.0,24.0,238.0,4.0
17.7%,50.331125827814574,46.99321345826584,1.8370819920857853,0.8467799807270415,"Warren County, Mississippi",42.0170996247924,25.911877473192135,12.830869538474154,"8,220",24548.0,22920.0,413.0,896.0,4.0
24.0%,26.955042337250912,71.3143125329996,1.034476015409586,0.5690595850362751,"Washington County, Mississippi",53.57959989831238,28.036451101941847,12.310069030252068,"11,070",13784.0,36468.0,291.0,529.0,4.0
18.4%,59.285679857328766,38.90200992914638,1.1857135971465755,0.16387911505277872,"Wayne County, Mississippi",47.02848604617535,26.19173856461175,13.900804935653346,"3,750",12300.0,8071.0,34.0,246.0,4.0
19.9%,78.65990441821906,19.89661562469521,1.0143372671413247,0.10728567248610163,"Webster County, Mississippi",39.802984492343704,25.15361357651419,15.741734126597093,"1,940",8065.0,2040.0,11.0,104.0,4.0
24.0%,28.690018222312208,70.78355942498482,0.41506377809273126,0.020247013565499086,"Wilkinson County, Mississippi",48.8762907471148,22.990483903624217,13.808463251670378,"2,130",2834.0,6992.0,2.0,41.0,4.0
19.1%,51.94291071986665,45.593290967809146,0.9584331701218876,0.19272840920929263,"Winston County, Mississippi",47.46848630065632,24.945306802791958,16.517345556828836,"3,490",9972.0,8753.0,37.0,184.0,4.0
17.1%,60.474838302571385,37.9002997318189,1.1910395961508125,0.15775358889414734,"Yalobusha County, Mississippi",41.528632276384286,23.836567281905662,16.548351474996057,"2,110",7667.0,4805.0,20.0,151.0,4.0
22.5%,39.950115802601104,57.05683235346517,4.63566720114021,0.4453946196329948,"Yazoo County, Mississippi",47.92446107251024,25.216461785141636,11.861749510065918,"6,420",11212.0,16013.0,125.0,1301.0,4.0
15.2%,93.98211426563049,1.5933143281134063,2.042410278439489,1.7690475260670908,"Adair County, Missouri",40.41863552934745,19.416565782793768,12.53563478736283,"3,850",24066.0,408.0,453.0,523.0,2.0
11.0%,97.40905673471748,0.4164015962061188,1.6771730958302005,0.4337516627147071,"Andrew County, Missouri",28.124457810421603,24.081892313920537,15.505176103175062,"1,920",16843.0,72.0,75.0,290.0,2.0
14.2%,98.50483729111697,0.2990325417766051,0.9674582233948988,0.15831134564643798,"Atchison County, Missouri",29.182058047493403,20.79155672823219,21.583113456464382,740,5600.0,17.0,9.0,55.0,2.0
14.4%,89.82333816444043,6.447569430843354,2.6048807238826432,0.4504680951075248,"Audrain County, Missouri",37.604293156802065,24.94809824121587,15.99749304712288,"3,700",22931.0,1646.0,115.0,665.0,2.0
16.2%,92.12012248223165,0.3005871281287749,7.711323987976515,1.3119083068797932,"Barry County, Missouri",46.09096272157766,24.271708290024442,17.616653088743433,"5,770",32792.0,107.0,467.0,2745.0,2.0
17.1%,95.04918561522335,0.3789711336881148,1.8626028059990325,0.23383325270117722,"Barton County, Missouri",41.1546524754072,25.915174971778743,17.19077568134172,"2,010",11788.0,47.0,29.0,231.0,2.0
13.7%,96.56871370754882,0.8798169980644026,1.6129978297847383,0.15836705965159248,"Bates County, Missouri",35.58566484837821,24.951610065106458,17.707783447709545,"2,230",16464.0,150.0,27.0,275.0,2.0
17.3%,97.12426532325776,0.3043660789252729,1.5270780856423174,0.28337531486146095,"Benton County, Missouri",43.27770780856423,18.036314021830393,25.90260285474391,"3,310",18508.0,58.0,54.0,291.0,2.0
15.5%,97.92121653320392,0.2588368518967888,0.7926878589339157,0.2103049421661409,"Bollinger County, Missouri",42.49777562080401,23.594596780716653,16.654533689234004,"1,890",12106.0,32.0,26.0,98.0,2.0
12.8%,82.77136287059923,9.290958055114915,3.009677697027828,3.7776220164533143,"Boone County, Missouri",35.240589761562205,21.0591360165271,9.266979009112038,"22,660",134621.0,15111.0,6144.0,4895.0,2.0
14.9%,89.06066075492427,5.22639880718826,5.2398515711707265,0.8094079662784048,"Buchanan County, Missouri",34.68683086512483,23.500857613703882,14.014416878734542,"13,170",79443.0,4662.0,722.0,4674.0,2.0
19.9%,90.80712249380754,5.271767070150021,1.5562929382623734,0.6613076599523298,"Butler County, Missouri",45.478338084778244,23.299995326447632,16.9766789736879,"8,480",38860.0,2256.0,283.0,666.0,2.0
14.4%,96.46646859083192,0.4244482173174873,1.517402376910017,0.19100169779286927,"Caldwell County, Missouri",34.70925297113752,25.509337860780985,16.723259762309,"1,300",9091.0,40.0,18.0,143.0,2.0
11.9%,91.98321754037715,4.583596499142831,1.594784805558062,0.552648199945863,"Callaway County, Missouri",25.06541550121808,22.563836506361092,12.316159884507805,"5,330",40778.0,2032.0,245.0,707.0,2.0
14.7%,96.51379482750784,0.40679969092313983,2.30444070724058,0.41816281078132816,"Camden County, Missouri",32.93032134902959,19.067315122039908,21.667196945593382,"6,660",42468.0,179.0,184.0,1014.0,2.0
13.1%,88.71871448582075,7.043370246055448,1.9504717604461244,1.1866691333879535,"Cape Girardeau County, Missouri",34.482120675529245,21.934878558025215,14.316674154927716,"10,320",67137.0,5330.0,898.0,1476.0,2.0
13.8%,96.62183969876278,1.6568047337278107,1.2694997310381926,0.129101667563206,"Carroll County, Missouri",36.4389456697149,23.582571274878966,19.139322216245294,"1,210",8981.0,154.0,12.0,118.0,2.0
15.6%,96.61612130885874,0.11173184357541899,1.6600159616919394,0.14365522745411013,"Carter County, Missouri",41.88347964884277,24.18196328810854,16.600159616919395,960,6053.0,7.0,9.0,104.0,2.0
10.8%,91.73988218500573,3.535455075494079,4.008926596835481,0.6443635778765154,"Cass County, Missouri",24.92711956412473,26.523452421640965,13.56078730975693,"11,160",91261.0,3517.0,641.0,3988.0,2.0
15.9%,96.86740094407095,0.10012873694750393,1.4590187383779145,0.3146903161207267,"Cedar County, Missouri",46.89600915462738,23.65899013016736,22.357316549849806,"2,240",13544.0,14.0,44.0,204.0,2.0
14.0%,96.67986208657898,1.9920827480526113,0.5107904482186183,0.08938832843825821,"Chariton County, Missouri",32.24364704380028,22.589707572468395,21.389350019154644,"1,050",7571.0,156.0,7.0,40.0,2.0
11.6%,95.73764563044097,0.5799385187672754,2.451499573764563,0.5076076567383948,"Christian County, Missouri",33.4349409728501,27.364315052569037,12.223915682880834,"9,930",74122.0,449.0,393.0,1898.0,2.0
14.3%,98.20703179717047,0.2661437176075081,0.5883176915534388,0.3221739739459308,"Clark County, Missouri",33.45006303403838,24.050987533267964,17.66353831068777,970,7011.0,19.0,23.0,42.0,2.0
10.4%,87.45646326242796,5.18430739978102,5.902973339521219,2.0505634431082416,"Clay County, Missouri",23.562780764083826,25.80303596934293,11.248135749012116,"25,160",194100.0,11506.0,4551.0,13101.0,2.0
11.2%,95.4635298654968,1.3980619968182038,1.5523309068119364,0.3471050474858989,"Clinton County, Missouri",27.604493082003568,24.557682109627343,15.716145205611532,"2,300",19802.0,290.0,72.0,322.0,2.0
11.0%,84.40189498618238,11.201473878141861,2.362152914857218,1.2712198973549151,"Cole County, Missouri",25.384919068298462,23.60442163442558,12.271351493617582,"8,410",64137.0,8512.0,966.0,1795.0,2.0
13.0%,90.41531731151639,6.857564911084597,1.3181069257428557,0.4431566388273394,"Cooper County, Missouri",30.776660417021763,22.60667007556389,15.351400488608602,"2,300",15914.0,1207.0,78.0,232.0,2.0
16.8%,97.26271460965339,0.27129899578879174,1.4779721412374474,0.2955944282474895,"Crawford County, Missouri",44.76433430515063,24.299481697440882,16.265792031098155,"4,060",24020.0,67.0,73.0,365.0,2.0
16.1%,96.0294304198909,0.380565774451351,1.534948623620449,0.2790815679309907,"Dade County, Missouri",45.363440314601036,22.643663579855385,20.51249524292782,"1,220",7570.0,30.0,22.0,121.0,2.0
15.9%,96.45347797580021,0.2086189425999881,1.5497407164570542,0.23842164868570068,"Dallas County, Missouri",45.56833760505454,24.84949633426715,17.0054240925076,"2,640",16182.0,35.0,40.0,260.0,2.0
13.1%,98.01968457251274,0.2727380528874659,1.031661330487371,0.059290881062492584,"Daviess County, Missouri",35.74054310447053,26.704612830546665,17.087631922210363,"1,090",8266.0,23.0,5.0,87.0,2.0
12.9%,86.91436549798325,11.317095873409865,1.6987278932671424,0.24821594787465093,"DeKalb County, Missouri",24.713000310269933,17.918088737201366,13.737201365187712,"1,610",11205.0,1459.0,32.0,219.0,2.0
18.3%,96.6277064571757,0.3512805773775308,0.9452640991249921,0.2618637031359775,"Dent County, Missouri",42.48578910391518,23.325030337868046,19.013859615507442,"2,840",15129.0,55.0,41.0,148.0,2.0
17.9%,97.07687810581702,0.21923414206372407,0.8038585209003215,0.22654194679918152,"Douglas County, Missouri",51.81964337912891,22.36919029523531,19.847997661502482,"2,380",13284.0,30.0,31.0,110.0,2.0
20.1%,85.05930585547523,9.717397427471598,5.404813319563108,0.3379964322598817,"Dunklin County, Missouri",49.103370575532814,25.299658873971143,16.486714862454228,"6,030",27179.0,3105.0,108.0,1727.0,2.0
12.1%,96.7967918653687,0.8414456311827533,1.3764631695108973,0.40692862491624954,"Franklin County, Missouri",28.931344342411226,24.734954479170774,13.794190675127105,"12,490",98241.0,854.0,413.0,1397.0,2.0
12.4%,97.90434896859809,0.17737485218762317,0.9985547234266194,0.3481802654053344,"Gasconade County, Missouri",28.22230981474182,22.099592694783865,20.11562212587045,"1,830",14903.0,27.0,53.0,152.0,2.0
14.0%,98.38230929059067,0.3116651825467498,0.5342831700801425,0.26714158504007124,"Gentry County, Missouri",42.43098842386465,24.54734342534877,20.495696052241023,930,6629.0,21.0,18.0,36.0,2.0
14.7%,91.1663165851425,2.8680035177742083,2.9824765421151707,1.6480481440833799,"Greene County, Missouri",39.63601212323839,21.213123332873018,14.024944217113536,"42,670",250866.0,7892.0,4535.0,8207.0,2.0
15.5%,96.93986940843973,0.57499269077088,1.7347237111392653,0.36058863658512813,"Grundy County, Missouri",36.25377643504532,24.042490985284086,20.46584153591268,"1,550",9947.0,59.0,37.0,178.0,2.0
15.6%,97.55498492798928,0.3349335715083175,1.5741877860890923,0.2009601429049905,"Harrison County, Missouri",43.34040415317629,24.796248743999108,20.698894719214024,"1,330",8738.0,30.0,18.0,141.0,2.0
17.4%,96.41253591954023,1.014727011494253,1.6567887931034482,0.2334770114942529,"Henry County, Missouri",39.116379310344826,22.252155172413794,19.508800287356323,"3,780",21473.0,226.0,52.0,369.0,2.0
17.3%,96.99802638412798,0.25968629895086737,0.9452581281811572,0.1661992313285551,"Hickory County, Missouri",41.7679443232575,17.295107510127767,29.56268827256674,"1,630",9338.0,25.0,16.0,91.0,2.0
12.8%,97.74022801302932,0.16286644951140067,0.7939739413680782,0.30537459283387625,"Holt County, Missouri",32.715798045602604,19.767915309446256,21.23371335504886,570,4801.0,8.0,15.0,39.0,2.0
